,ATC,tensor
933,E10621,"-0.05279790610074997, -0.08692103624343872, 0.3460281789302826, 0.042117778211832047, -0.490042507648468, 0.24899822473526, 0.24161556363105774, 0.08726058900356293, -0.2499307245016098, -0.3113096058368683, 0.014954430051147938, 0.07663792371749878, -0.12147695571184158, 0.6195276379585266, 0.355268657207489, 0.038961488753557205, 0.00042609008960425854, 0.005633277352899313, -0.002205637749284506, -0.032109010964632034, -0.3543819785118103, -0.07577961683273315, -0.15962842106819153, -0.11245498061180115, -0.06727279722690582, 0.028842054307460785, 0.1498907059431076, -0.02307654172182083, -0.09659373015165329, -0.05275462195277214, 0.043370287865400314, -0.09029531478881836, 0.11508561670780182, 0.19030246138572693, -0.06132771447300911, -0.1991184502840042, -0.023227375000715256, -0.17727826535701752, 0.1742953360080719, -0.2290317863225937, -0.07247036695480347, -0.011429152451455593, 0.26053592562675476, -0.3317204713821411, -0.23937217891216278, -0.03300260007381439, -0.06947899609804153, -0.04504413530230522, -0.01164862047880888, -0.16643975675106049, 0.08227933943271637, 0.1457875818014145, 0.039522621780633926, 0.058487195521593094, 0.01951117068529129, 0.1885020136833191, -0.1681865006685257, 0.054716140031814575, 0.15717118978500366, -0.022591298446059227, 0.11677157133817673, -0.2883661687374115, -0.4813762903213501, -0.23243598639965057]"
935,E10628,"-0.1037004217505455, 0.12157606333494186, 0.38113823533058167, -0.33602187037467957, -0.41730666160583496, 0.21586132049560547, 0.04607776924967766, 0.03741855174303055, 0.07580310851335526, -0.21432863175868988, 0.004104109480977058, 0.06961307674646378, 0.0889091044664383, -0.03249894455075264, -0.05392075702548027, -0.1061994880437851, 0.015673769637942314, 0.03768710419535637, -0.0059827230870723724, -0.16388872265815735, 0.0773923322558403, -0.45316433906555176, 0.19948288798332214, 0.09439226984977722, 0.33249804377555847, -0.2666720151901245, -0.08223695307970047, -0.35655689239501953, 0.2339470237493515, -0.23289021849632263, -0.18616050481796265, 0.17540891468524933, 0.17520751059055328, -0.018728818744421005, 0.13800647854804993, 0.24139590561389923, 0.32710447907447815, -0.2535094916820526, -0.2559753358364105, -0.2373049259185791, 0.060708627104759216, -0.28084710240364075, 0.21220435202121735, 0.2663390636444092, -0.16505269706249237, -0.23366959393024445, 0.17321525514125824, 0.0917205959558487, -0.08934170007705688, 0.021521955728530884, -0.11897864192724228, -0.06167233735322952, -0.16756336390972137, 0.004959165118634701, 0.03918581083416939, -0.4163729250431061, 0.034449610859155655, 0.062844417989254, -0.4117717742919922, -0.08535365760326385, 0.01598845236003399, -0.4278058409690857, -0.5355979800224304, 0.07697567343711853]"
936,E10649,"-0.11418962478637695, 0.07058094441890717, 0.2212495505809784, -0.05889150872826576, -0.5660088658332825, 0.008873754180967808, -0.06672462821006775, -0.05129781365394592, -0.16258589923381805, -0.05679680034518242, 0.06492186337709427, -0.02128870226442814, 0.08538109064102173, 0.2552857995033264, 0.4096446931362152, 0.06828045845031738, -0.030690941959619522, -0.058562152087688446, -0.15571671724319458, -0.07817721366882324, -0.48675867915153503, -0.24700656533241272, 0.11567144095897675, 0.03705611452460289, 0.12980054318904877, -0.10218968987464905, -0.10116662830114365, -0.24111786484718323, 0.037963323295116425, 0.08572427183389664, 0.01753177121281624, 0.22120429575443268, 0.3882126808166504, 0.08790381997823715, 0.10327446460723877, 0.12461865693330765, -0.021225417032837868, -0.2927919328212738, 0.19901202619075775, -0.3320903182029724, -0.027853278443217278, -0.21806971728801727, -0.10843721032142639, 0.12735998630523682, 0.14480870962142944, 0.17994782328605652, 0.048969775438308716, 0.08098967373371124, 0.008950603194534779, 0.13931073248386383, -0.09525101631879807, -0.03415285050868988, -0.1298283189535141, -0.01441962830722332, -0.07462780922651291, -0.12384844571352005, 0.18103675544261932, -0.006952696479856968, -0.09493517875671387, -0.14017143845558167, -0.19379933178424835, -0.40348538756370544, -0.4708573520183563, -0.4684012830257416]"
937,E1065,"0.006536652334034443, 0.14462852478027344, 0.07947057485580444, 0.03224983811378479, -0.5625827312469482, 0.24689388275146484, 0.1313350349664688, 0.1056676134467125, 0.02550666034221649, -0.1179877519607544, -0.2502441108226776, 0.20263278484344482, -0.12548516690731049, -0.1746508628129959, -0.11550398170948029, -0.09221441298723221, -0.28595930337905884, 0.13143114745616913, -0.4306085705757141, 0.14811183512210846, -0.012155040167272091, -0.42304906249046326, 0.08221007883548737, 0.06372378766536713, 0.0018775496864691377, 0.26196783781051636, 0.20967909693717957, -0.12342878431081772, -0.30840516090393066, 0.1603870540857315, 0.2528953552246094, -0.01730870082974434, -0.011261534877121449, -0.13702675700187683, -0.1652601808309555, -0.22417201101779938, 0.03794781118631363, -0.31954225897789, 0.19043882191181183, -0.16896848380565643, 0.062041349709033966, 0.43631958961486816, 0.11611814051866531, -0.01726754941046238, 0.04232000187039375, 0.01526914443820715, -0.0776670053601265, 0.14753642678260803, 0.032934386283159256, -0.15576206147670746, 0.09085460752248764, 0.0950407013297081, -0.1622619926929474, 0.008887174539268017, 0.36505192518234253, -0.10048733651638031, -0.3103516101837158, -0.18345195055007935, 0.06544401496648788, 0.04685763269662857, -0.17696644365787506, 0.056470561772584915, -0.7902672290802002, 0.07983832061290741]"
939,E108,"0.023932265117764473, 0.02520226128399372, 0.4029226005077362, 0.030415359884500504, -0.4512314200401306, 0.12661632895469666, 0.024005776271224022, 0.12861645221710205, 0.07300764322280884, -0.07312220335006714, -0.05418248102068901, -0.09872706979513168, -0.04336562752723694, 0.29725268483161926, 0.5359179973602295, -0.00804042536765337, -0.05057670176029205, 0.08642474561929703, -0.03859137371182442, 0.2027948796749115, -0.4733756482601166, -0.2855724096298218, -0.08436841517686844, 0.3415015637874603, 0.22705277800559998, 0.009769043885171413, 0.07071474194526672, -0.06410534679889679, 0.06447655707597733, 0.029074130579829216, -0.06518563628196716, 0.11237065494060516, 0.028642360121011734, 0.04287301376461983, -0.07692915946245193, -0.2286820411682129, 0.2310311645269394, -0.10754033178091049, -0.1610274761915207, -0.22674411535263062, 0.2055281400680542, 0.23717421293258667, 0.12540696561336517, -0.005619971081614494, -0.0724431499838829, 0.21641366183757782, -0.10708951205015182, -0.02439521998167038, 0.06961177289485931, -0.22981461882591248, 0.08624687045812607, -0.07552168518304825, -0.18218791484832764, -0.00424912478774786, 0.06774190068244934, -0.060898542404174805, 0.009827270172536373, -0.018716994673013687, 0.003700957167893648, 0.18822501599788666, -0.07058458030223846, 0.01718338392674923, -0.6912354826927185, 0.07462000101804733]"
940,E109,"-0.09702878445386887, -0.14712941646575928, 0.03754746541380882, 0.0773666501045227, -0.4219527542591095, 0.31623297929763794, 0.26561954617500305, -0.07616536319255829, 0.014893682673573494, -0.24643053114414215, -0.003231712384149432, -0.08172150701284409, -0.08335455507040024, 0.03677285462617874, -0.2187487781047821, -0.00014515433576889336, -0.2346574068069458, 0.04618454724550247, -0.0092054707929492, 0.17629265785217285, -0.0659109428524971, -0.22730423510074615, -0.052836716175079346, -0.07967055588960648, 0.2083662897348404, 0.11450675874948502, 0.06970779597759247, 0.03691887855529785, 0.021541420370340347, 0.0881088525056839, 0.031512659043073654, -0.11921312659978867, 0.09758064150810242, 0.17401708662509918, -0.26443028450012207, -0.23605871200561523, -0.08078107237815857, -0.2513011693954468, 0.25387153029441833, -0.16597674787044525, 0.1187228411436081, 0.16708369553089142, -0.28262677788734436, 0.15232615172863007, 0.039179619401693344, -0.041015248745679855, -0.150063619017601, 0.0796351507306099, 0.011069151572883129, -0.1974777728319168, 0.1108354777097702, 0.06848804652690887, -0.24066317081451416, -0.07574488967657089, -0.0008742483332753181, -0.20542371273040771, 0.05426517501473427, -0.23363618552684784, -0.1438388228416443, 0.1733780801296234, -0.2242458015680313, -0.2433300018310547, -0.5068398118019104, 0.06447216868400574]"
941,E1100,"-0.194991335272789, -0.21570761501789093, 0.2959127426147461, -0.15046726167201996, -0.42895010113716125, 0.27455949783325195, 0.19585172832012177, 0.15831147134304047, -0.04764087498188019, -0.11164149641990662, 0.14296919107437134, 0.03164540231227875, -0.11328022927045822, 0.09972131997346878, 0.32258257269859314, 0.07362119108438492, -0.4039209485054016, 0.15756455063819885, 0.01471275556832552, -0.3450961410999298, -0.2832486927509308, -0.19319118559360504, -0.09845266491174698, -0.10154028236865997, 0.19573156535625458, -0.1750943660736084, 0.2495494782924652, -0.21883660554885864, -0.2969219386577606, 0.28266027569770813, -0.07736852765083313, 0.3124558925628662, 0.04613593965768814, 0.12236224114894867, -0.14914795756340027, -0.2544049024581909, -0.08592918515205383, -0.43918710947036743, -0.17097194492816925, -0.15703549981117249, -0.013116487301886082, 0.3367946147918701, 0.0521974191069603, -0.14435125887393951, -0.17480506002902985, 0.05376231297850609, -0.0968378409743309, -0.13618288934230804, 0.07898562401533127, 0.011137510649859905, -0.016768960282206535, 0.13954220712184906, -0.0167064405977726, 0.0032008886337280273, 0.1530701369047165, -0.21750140190124512, 0.05385058745741844, -0.05036681890487671, -0.11511421948671341, -0.0930078849196434, 0.2131139487028122, -0.4040180444717407, -0.6724832653999329, 0.2016880363225937]"
942,E1101,"0.03777942806482315, 0.08422835916280746, -0.007052612490952015, -0.03221447765827179, -0.5165027976036072, 0.08061578869819641, 0.12076455354690552, -0.000392660207580775, -0.0034023469779640436, -0.14593788981437683, 0.09926766902208328, -0.09384150058031082, -0.0652543231844902, 0.07080139219760895, 0.4970398545265198, 0.06660096347332001, -0.07446030527353287, -0.03694949299097061, 0.021655958145856857, -0.15728293359279633, -0.4520009756088257, -0.19112087786197662, 0.00626579113304615, 0.12603110074996948, -0.03693084046244621, -0.03794321045279503, -0.1138351559638977, -0.19654041528701782, -0.2043856531381607, 0.0379444845020771, -0.05883460491895676, -0.13308222591876984, 0.08113030344247818, 0.06621973216533661, 0.043442435562610626, 0.06084014102816582, -0.01779940538108349, -0.11446278542280197, -0.1988530158996582, -0.3242170214653015, 0.200650155544281, 0.2647360563278198, -0.0858161523938179, -0.14437465369701385, -0.028771594166755676, -0.1042850911617279, 0.1208055391907692, 0.006591716315597296, 0.05208517238497734, -0.11390358209609985, 0.17946818470954895, 0.1272115856409073, -0.11185222864151001, 0.1263917088508606, -0.20660889148712158, -0.11967259645462036, 0.10468586534261703, 0.10708190500736237, -0.16289633512496948, -0.057428158819675446, -0.19889038801193237, 0.09292536973953247, -0.6833544969558716, 0.1705944687128067]"
943,E1110,"-0.17051535844802856, 0.007467551622539759, 0.21330541372299194, -0.017932265996932983, -0.4320691227912903, 0.3246673047542572, 0.09412618726491928, 0.031587082892656326, 0.03154011070728302, -0.04620365798473358, -0.04193196818232536, -0.07662934064865112, -0.08378003537654877, 0.01468717586249113, 0.13936294615268707, 0.09948185086250305, -0.12853743135929108, 0.029591133818030357, -0.07091493904590607, -0.10907033085823059, -0.349864661693573, 0.050089865922927856, -0.08859194070100784, 0.03900991752743721, 0.01769045740365982, -0.13990618288516998, -0.029083533212542534, 0.011301228776574135, -0.020900998264551163, 0.010950039140880108, -0.056722160428762436, 0.10159369558095932, 0.08970699459314346, 0.08194060623645782, -0.09303396195173264, -0.09757744520902634, 0.26460397243499756, -0.029563644900918007, -0.08553363382816315, -0.3771960437297821, 0.128158301115036, 0.0015993695706129074, -0.21161819994449615, 0.2703857421875, 0.15556685626506805, 0.18996435403823853, 0.05861812084913254, -0.08422158658504486, -0.06901026517152786, 0.1340928077697754, -0.2098001092672348, -0.0008535636588931084, -0.16339069604873657, -0.0021004902664572, -0.021923337131738663, -0.0898677259683609, 0.05763201788067818, 0.00560393463820219, -0.01832008920609951, -0.0021254769526422024, -0.1804705262184143, -0.39172229170799255, -0.44931480288505554, -0.10975204408168793]"
944,E11311,"-0.13273587822914124, -0.03556356951594353, -0.03768518939614296, 0.15270772576332092, -0.30224841833114624, 0.05536549538373947, -0.01487538032233715, -0.049419112503528595, -0.04417145252227783, -0.1807437688112259, 0.04364399611949921, 0.017094658687710762, 0.11532368510961533, -0.052710261195898056, 0.07841295748949051, 0.051980722695589066, -0.10839647799730301, -0.017731105908751488, -0.003274011891335249, -0.10521311312913895, -0.14537246525287628, 0.009850038215517998, -0.06457998603582382, 0.05074402689933777, 0.10439454019069672, 0.05530994385480881, -0.054914623498916626, -0.0555754192173481, 0.006609202828258276, 0.03133001551032066, -0.009479483589529991, 0.03171808645129204, -0.019240058958530426, 0.040884412825107574, -0.11748908460140228, 0.1264624148607254, -0.03735129535198212, 0.03792751580476761, 0.12633220851421356, -0.05386534705758095, -0.020386405289173126, -0.04884115234017372, 0.030528197064995766, -0.0497053787112236, -0.012041071429848671, 0.03928311541676521, 0.0042397817596793175, 0.03156665340065956, 0.044060807675123215, -0.043615855276584625, -0.006383878644555807, -0.014124060049653053, -0.12208998203277588, 0.10493659228086472, -0.009282877668738365, 0.0038101347163319588, -0.022874459624290466, 0.046344105154275894, -0.08143951743841171, -0.06990263611078262, 0.025754643604159355, -0.27899542450904846, -0.3965248763561249, -0.20972397923469543]"
945,E11319,"-0.18750809133052826, 0.17501139640808105, 0.2458306849002838, -0.2331569939851761, -0.2627589702606201, 0.09639975428581238, 0.10808462649583817, 0.2652626037597656, 0.1464860886335373, -0.05413707345724106, 0.09318480640649796, -0.05959101393818855, 0.2180730402469635, -0.06362233310937881, -0.15699982643127441, 0.09810078889131546, -0.2816695272922516, -0.20177657902240753, -0.24669069051742554, -0.1939155012369156, -0.14411619305610657, -0.12123274058103561, -0.02259451523423195, 0.04206649214029312, 0.2128039300441742, -0.14620323479175568, -0.07891946285963058, -0.009628473781049252, 0.2426469624042511, 0.2333386242389679, -0.15429075062274933, 0.11799387633800507, -0.016802562400698662, -0.10088440775871277, 0.12234708666801453, 0.2564062178134918, 0.12837137281894684, -0.130658358335495, 0.11427740007638931, -0.04211578890681267, -0.07298537343740463, -0.1246003657579422, -0.08087314665317535, -0.08541683852672577, -0.0374600887298584, -0.1301029622554779, 0.21905189752578735, -0.2381136417388916, -0.2018543779850006, 0.09153410792350769, -0.08445760607719421, 0.10003365576267242, -0.1574055403470993, 0.06908757239580154, -0.12787385284900665, -0.024461787194013596, 0.015616228803992271, 0.06921695172786713, 0.018560102209448814, -0.15909172594547272, -0.16689318418502808, -0.71238774061203, -0.19021405279636383, -0.005554300267249346]"
946,E11321,"-0.13840359449386597, 0.1628265380859375, 0.11337938904762268, -0.22608935832977295, -0.452356219291687, 0.046807676553726196, -0.07806650549173355, 0.01503243762999773, -0.0016043945215642452, -0.0962194874882698, 0.059559378772974014, -0.05942383036017418, 0.35164716839790344, 0.18079595267772675, -0.3193589448928833, 0.17788231372833252, -0.04350747540593147, -0.22063349187374115, -0.3931949734687805, -0.17725104093551636, -0.23552410304546356, -0.1860934942960739, 0.13826513290405273, 0.11502927541732788, 0.07886231690645218, -0.0662204846739769, -0.06691103428602219, -0.09945540130138397, 0.22053977847099304, 0.10870227962732315, -0.129525825381279, 0.2444775253534317, 0.04496943950653076, -0.02688700705766678, -0.04026416689157486, 0.07817564159631729, 0.06997700780630112, -0.30994531512260437, -0.05300157517194748, 0.029505273327231407, -0.09067906439304352, -0.14666025340557098, -0.09051322191953659, 0.07848220318555832, 0.04453130438923836, -0.05484823137521744, 0.0590963251888752, -0.09376310557126999, 0.011233961209654808, 0.0878148078918457, -0.09804221987724304, 0.021923962980508804, -0.18515589833259583, -0.03448110818862915, -0.22403579950332642, -0.18583710491657257, 0.05314528942108154, -0.24682261049747467, -0.25963154435157776, 0.016986029222607613, -0.14163492619991302, -0.5117720365524292, -0.41821104288101196, 0.2456943392753601]"
